Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Annual brutto salary (without bonus and stocks) in EUR,Annual bonus + stocks in EUR,Annual Total Salary,One Year ago Brutto Salary,1 Year Ago Bonuses,1 Year Ago Total Salary,Number of vacation days,Company type
31,Male,Berlin,Software Engineer,6,4,Senior,58000,6000,64000,53000,14000,67000,30,Startup
31,Male,Berlin,Software Engineer,9,5,Senior,65000,65000,130000,62000,62000,124000,30,Startup
31,Male,Berlin,QA Engineer,10,5,Senior,65000,6000,71000,58000,0,58000,30,Startup
31,Male,Berlin,Software Engineer,9,5,Lead,85000,0,85000,64000,0,64000,26,Startup
31,Male,Berlin,Software Engineer,9,4,Senior,54000,0,54000,54000,0,54000,30,Startup
31,Male,Berlin,Software Engineer,7,3,Lead,68500,30000,98500,62400,122000,184400,25,University
32,Male,Munich,Software Engineer,13,7,Middle,63700,1600,65300,60000,600,60600,29,Cloud
32,Male,Hamburg,Software Engineer,12,7,Senior,68000,0,68000,64000,1000,65000,30,Consulting 
32,Male,Berlin,Backend Developer,8,5,Senior,85000,7000,92000,83200,6800,90000,30,Consulting 
32,Male,Cologne,DevOps,7,2,Middle,70000,30000,100000,60000,15000,75000,28,Consulting 
32,Male,Stuttgart,QA Engineer,9,9,Senior,78000,8000,86000,76000,7000,83000,30,Energy 
32,Male,Berlin,Software Engineer,9,3,Lead,85600,10000,95600,75000,10000,85000,25,Handel 
32,Male,Munich,Software Engineer,7,1,Senior,77000,20000,97000,77000,20000,97000,30,Media
32,Male,Berlin,Data Scientist,10,10,Head,30000,0,30000,30000,0,30000,24,Product
32,Male,Berlin,Software Engineer,9,5,Lead,50000,0,50000,50000,0,50000,25,Product
32,Male,Vienna,DataOps Team Lead,10,10,Lead,72000,0,72000,66000,0,66000,25,Product
32,Male,Berlin,Software Engineer,11,6,Lead,60000,0,60000,60000,0,60000,26,Product
32,Male,Berlin,QA Engineer,7,3.5,Senior,70500,0,70500,58000,0,58000,30,Product
32,Male,Munich,Software Engineer,10,6,Senior,82000,0,82000,79000,0,79000,30,Product
32,Male,Munich,Software Engineer,7,3,Senior,68000,0,68000,68000,0,68000,40,Product
32,Male,Berlin,QA Engineer,10,3,Senior,70000,3000,73000,68000,0,68000,30,Product
32,Male,Munich,Fullstack Developer,9,2,Senior,65000,7000,72000,52000,300,52300,30,Product
32,Male,Berlin,Data Engineer,7,5,Senior,60000,4700,64700,67000,5000,72000,30,Product
32,Male,Copenhagen,Data Scientist,6,6,Senior,50000,5000,55000,45000,5000,50000,30,Product
32,Male,Berlin,Senior Data Engineer,9,4,Senior,69000,6900,75900,63000,6300,69300,30,Product
32,Male,Berlin,Software Engineer,12,1,Senior,105000,15000,120000,70000,7000,77000,30,Product
32,Male,Berlin,DevOps,5,1,Senior,64800,9450,74250,58800,7050,65850,30,Product
32,Male,Munich,Frontend Developer,7,5,Senior,90000,10000,100000,84000,10000,94000,30,Product
32,Male,Munich,Product Manager,4,4,Senior,85000,15000,100000,80000,10000,90000,30,Product
32,Male,Berlin,Backend Developer,5,3,Middle,105000,25000,130000,105000,25000,130000,28,Product
32,Male,DÃ¼sseldorf,Software Engineer,11,7,Senior,120000,30000,150000,90000,30000,120000,30,Product
32,Male,Hamburg,Product Manager,7,2,Senior,79000,56000,135000,77000,33000,110000,30,Product
32,Male,Hamburg,Backend Developer,14,6,Lead,65000,70000,135000,60000,60000,120000,26,Product
32,Male,Berlin,Backend Developer,9,5,Senior,78000,8000,86000,64000,70000,134000,36,Product
32,Male,Hamburg,ML Engineer,4,1.5,Middle,83000,11000,94000,80000,80000,160000,27,Product
32,Male,Berlin,Software Engineer,12,1.5,Senior,90000,0,90000,85000,85000,170000,30,Product
32,Male,Berlin,Software Engineer,11,1,Senior,75000,9400,84400,66000,0,66000,30,Product
32,Male,Munich,Software Engineer,10,3,Lead,66000,0,66000,66000,0,66000,25,Product
32,Male,Berlin,Backend Developer,3,1,Middle,108000,0,108000,90000,0,90000,28,Product
32,Male,Innsbruck,Data Scientist,3,0,Senior,78000,0,78000,70000,0,70000,30,Product
32,Male,Munich,Software Engineer,10,5,Head,37500,0,37500,35000,0,35000,16,Startup
32,Male,Berlin,Mobile Developer,8,2,Senior,54000,0,54000,54000,0,54000,30,Startup
32,Male,Berlin,Engineering Manager,10,5,Middle,65000,10000,75000,58000,0,58000,27,Startup
32,Male,Amsterdam,Backend Developer,15,0,Senior,76000,5000,81000,76000,5000,81000,30,Startup
32,Male,Munich,ERP Consultant,10,6,Lead,57600,8000,65600,57600,55000,112600,26,Startup
32,Male,Berlin,Software Engineer,13,5,Lead,70000,72000,142000,70000,72000,142000,26,Startup
32,Male,Berlin,Software Engineer,10,5,Middle,60000,0,60000,55000,0,55000,27,Startup
32,Male,Berlin,Backend Developer,10,5,Senior,65000,0,65000,65000,0,65000,30,Startup
32,Male,Berlin,Frontend Developer,13,2,Senior,51000,0,51000,46000,0,46000,30,Startup
33,Male,Berlin,Software Engineer,7,7,Senior,98000,25000,123000,98000,25000,123000,30,Bloody enterprise
33,Male,Munich,Software Engineer,5,5,Senior,95000,35000,130000,79000,31000,110000,30,Consulting 
33,Male,Berlin,Software Engineer,12,5,Lead,65000,31500,96500,65000,31500,96500,26,Consulting 
33,Male,Berlin,Head of IT,3,3,Head,60000,0,60000,60000,0,60000,24,Consulting 
33,Male,Munich,Backend Developer,15,3,Lead,65000,0,65000,52000,0,52000,26,Consulting 
33,Male,Hamburg,Software Engineer,10,3,Senior,45000,0,45000,45000,0,45000,30,Consulting 
33,Male,Munich,Software Engineer,10,4,Senior,88000,120000,208000,86000,115000,201000,30,Corporation
33,Male,Dusseldorf,Data Scientist,2,2,Lead,75000,2000,77000,75000,2000,77000,25,Multinational 
33,Male,Berlin,Data Scientist,5,4,Lead,64000,0,64000,55000,0,55000,25,Product
33,Male,Munich,Software Engineer,11,4,Lead,75000,0,75000,75000,0,75000,25,Product
33,Male,Frankfurt,Solution Architect,6,6,Middle,48000,0,48000,45000,0,45000,28,Product
33,Male,Berlin,Backend Developer,13,1.5,Senior,60000,0,60000,60000,0,60000,30,Product
33,Male,Berlin,Backend Developer,13,5,Senior,87550,0,87550,85000,0,85000,30,Product
33,Male,Berlin,Software Engineer,10,5,Senior,60000,0,60000,60000,0,60000,30,Product
33,Male,Munich,Frontend Developer,10,6,Senior,80000,0,80000,80000,0,80000,30,Product
33,Male,Berlin,Software Engineer,10,6,Lead,70000,2000,72000,67000,2000,69000,26,Product
33,Male,Berlin,Engineering Manager,15,4,Lead,92000,5000,97000,90000,5000,95000,25,Product
33,Male,Heilbronn,Senior Scrum Master (RTE),7,7,Lead,57600,7000,64600,48000,7000,55000,27,Product
33,Male,Munich,SRE,10,4,Senior,60000,62000,122000,47000,49000,96000,30,Product
33,Male,Munich,Business Analyst,10,4,Senior,63000,63909,126909,50400,50400,100800,30,Product
33,Male,Berlin,Data Engineer,13,3,Senior,60000,60000,120000,55000,60000,115000,30,Product
33,Male,Berlin,Backend Developer,8,6,Lead,70000,6000,76000,60000,66000,126000,25,Product
33,Male,Munich,Software Engineer,10,3,Senior,100000,75000,175000,97000,70000,167000,30,Product
33,Male,Munich,DevOps,15,4,Lead,90000,1150000,1240000,75000,98000,173000,26,Product
33,Male,Berlin,Software Engineer,5,1,Middle,110000,70000,180000,110000,180000,290000,28,Product
33,Male,Berlin,Backend Developer,12,6,Lead,77500,7750,85250,67000,0,67000,25,Product
33,Male,Berlin,Software Engineer,10,3,Lead,108500,0,108500,90000,0,90000,25,Product
33,Male,Stuttgart,Team Lead,12,5,Lead,55000,0,55000,55000,0,55000,26,Product
33,Male,Mannheim,Software Engineer,6,2,Middle,56000,0,56000,55000,0,55000,28,Product
33,Male,Berlin,Frontend Developer,10,4,Senior,70000,0,70000,50000,0,50000,30,Product
33,Male,Berlin,Mobile Developer,8,2,Senior,85000,0,85000,73000,0,73000,30,Product
33,Male,Berlin,Product Manager,5,5,Senior,56400,0,56400,56400,0,56400,30,Product
33,Male,Berlin,Technical Lead,10,2,Lead,115000,25000,140000,81000,5000,86000,25,Publisher
33,Male,Munich,Software Engineer,9,9,Lead,73000,0,73000,70000,0,70000,26,Startup
33,Male,Munich,Software Engineer,13,4,Senior,65000,0,65000,60000,0,60000,30,Startup
33,Male,Berlin,Software Engineer,10,5,Senior,60000,0,60000,60000,0,60000,30,Startup
33,Male,Munich,Backend Developer,10,10,Senior,57000,0,57000,57000,0,57000,30,Startup
33,Male,Berlin,Data Analyst,2,2,Middle,85000,25000,110000,72000,0,72000,28,Startup
33,Male,Berlin,Software Engineer,,10,Senior,53000,5000,58000,48000,2004,50004,30,Startup
33,Male,Berlin,Backend Developer,5,2,Middle,80000,0,80000,82000,5000,87000,28,Startup
33,Male,Berlin,Software Engineer,13,3,Senior,58000,0,58000,42000,50000,92000,30,Startup
33,Male,Berlin,Backend Developer,12,2,Senior,67000,70500,137500,50000,55000,105000,30,Startup
33,Male,Berlin,iOS Developer,10,2,Middle,65000,10000,75000,58000,65000,123000,28,Startup
33,Male,Frankfurt,Software Engineer,8,5,Senior,60000,2000,62000,55000,0,55000,30,Startup
33,Male,Nuremberg ,Data Scientist,2,2,Middle,85000,5000,90000,78000,0,78000,28,Startup
33,Male,Berlin,Software Engineer,16,5,Senior,75000,0,75000,58000,0,58000,30,Startup
33,Male,NÃ¼rnberg,Software Engineer,9,9,Senior,80000,0,80000,63000,0,63000,30,Startup
34,Male,Munich,Solutions architect,14,6,Head,24000,0,24000,20000,0,20000,20,Consulting 
34,Male,Berlin,QA Engineer,10,4,Senior,62000,8000,70000,50000,0,50000,30,Consulting 
34,Male,Stuttgart ,Software Engineer,6,6,Head,22000,2000,24000,11000,500,11500,22,Consulting 
34,Male,Berlin,Backend Developer,14,6,Lead,70000,4000,74000,68000,3000,71000,26,Consulting 
34,Male,Berlin,Backend Developer,15,5,Senior,90000,0,90000,104000,10000,114000,30,Consulting 
34,Male,Cologne,CTO,14,2,Lead,62000,62000,124000,40000,40000,80000,25,Consulting 
34,Male,Munich,Backend Developer,13,2,Lead,53000,0,53000,53000,0,53000,26,Consulting 
34,Male,Berlin,Data Scientist,5,5,Middle,75000,0,75000,75000,0,75000,28,Consulting 
34,Male,Ingolstadt ,Software Engineer,3.5,3.5,Junior,45000,0,45000,45000,0,45000,25,Product
34,Male,Berlin,Lead Software Developer,13,2,Lead,55000,0,55000,45000,0,45000,26,Product
34,Male,Berlin,Software Engineer,14,4,Lead,49000,0,49000,48000,0,48000,26,Product
34,Male,Berlin,QA Engineer,10,5,Lead,68000,0,68000,68000,0,68000,26,Product
34,Male,Munich,Frontend Developer,4,3,Middle,80000,0,80000,65000,0,65000,28,Product
34,Male,Berlin,ML Engineer,12,3,Senior,45000,0,45000,45000,0,45000,30,Product
34,Male,Berlin,Backend Developer,12,4,Senior,53000,0,53000,53000,0,53000,30,Product
34,Male,Munich,Frontend Developer,5,5,Senior,56000,0,56000,56000,0,56000,30,Product
34,Male,Berlin,Security Engineer,10,4,Senior,52500,0,52500,52500,0,52500,30,Product
34,Male,Munich,Software Engineer,12,8,Senior,108000,0,108000,102000,0,102000,30,Product
34,Male,Hannover,Hardware Engineer,12,3,Senior,83000,3000,86000,80000,0,80000,30,Product
34,Male,Berlin,Mobile Developer,11,5,Lead,90000,9000,99000,78000,0,78000,25,Product
34,Male,Berlin,Mobile Developer,9,2,Senior,100000,20000,120000,73000,0,73000,30,Product
34,Male,Munich,QA Engineer,5,2,Senior,75000,5000,80000,80000,500,80500,29,Product
34,Male,Berlin,Mobile Developer,9,2,Senior,75000,1000,76000,75000,1000,76000,30,Product
34,Male,Munich,Cloud Architect,10,4,Senior,100000,5000,105000,90000,5000,95000,30,Product
34,Male,Berlin,Software Engineer,15,2,Lead,56000,8000,64000,52000,7000,59000,25,Product
34,Male,Berlin,Frontend Developer,6,2,Middle,77000,12000,89000,65000,10000,75000,27,Product
34,Male,Berlin,QA Engineer,10,3,Senior,95000,0,95000,85000,10000,95000,30,Product
34,Male,Munich,Data Scientist,10,10,Senior,120000,40000,160000,70000,30000,100000,30,Product
34,Male,Berlin,BI Developer / Data Engineer,10,5,Senior,130000,50000,180000,125000,50000,175000,30,Product
34,Male,Berlin,Software Engineer,14,5,Senior,66000,70000,136000,61000,61000,122000,30,Product
34,Male,Prague,Backend Developer,14,0,Lead,70000,75000,145000,70000,75000,145000,26,Product
34,Male,Munich,Software Engineer,13,3,Lead,60000,5000,65000,58000,0,58000,26,Product
34,Male,Berlin,Frontend Developer,10,3,Senior,74000,10000,84000,65000,0,65000,40,Product
34,Male,Berlin,Software Architect,15,9,Lead,75000,0,75000,58000,0,58000,25,Product
34,Male,Berlin,Software Engineer,16,5,Lead,80000,0,80000,60000,0,60000,25,Product
34,Male,Berlin,DevOps,12,2,Lead,70000,0,70000,65000,0,65000,25,Product
34,Male,Munich,,17,6,Lead,32000,0,32000,21800,0,21800,27,Product
34,Male,Berlin,Software Engineer,12,2,Lead,44000,0,44000,43000,0,43000,27,Product
34,Male,Berlin,DevOps,6,6,Middle,90000,0,90000,84000,0,84000,28,Product
34,Male,Berlin,Backend Developer,10,4,Middle,84000,0,84000,79000,0,79000,28,Product
34,Male,Berlin,Data Scientist,6,4.5,Senior,70000,0,70000,55000,0,55000,30,Product
34,Male,Berlin,Backend Developer,14,4,Senior,58000,0,58000,55000,0,55000,30,Product
34,Male,Berlin,ML Engineer,3,3,Senior,78600,0,78600,78600,0,78600,30,Product
34,Male,Munich,DevOps,12,2,Middle,60000,0,60000,60000,0,60000,28,Startup
34,Male,Zurich,Software Engineer,7,2,Senior,65000,0,65000,60000,0,60000,30,Startup
34,Male,Munich,Frontend Developer,5,4,Senior,60000,0,60000,55000,0,55000,30,Startup
34,Male,Leipzig,Mobile Developer,14,2,Senior,48000,101,48101,48000,101,48101,30,Startup
34,Male,Berlin,Software Engineer,10,2,Senior,75000,7500,82500,68000,6800,74800,30,Startup
34,Male,Vienna,Data Scientist,12,3,Senior,28800,28800,57600,28800,28800,57600,30,Startup
34,Male,Munich,Software Engineer,12,5,Lead,76900,77400,154300,70000,74800,144800,26,Startup
34,Male,Munich,Software Engineer,10,4,Senior,120000,80000,200000,120000,80000,200000,30,Startup
34,Male,Berlin,Software Engineer,14,4,Lead,46000,0,46000,46000,0,46000,26,Startup
34,Male,Munich,Product Manager,7,1.7,Middle,65000,0,65000,54000,0,54000,28,Startup
34,Male,Berlin,Software Engineer,10,10,Senior,80000,0,80000,66000,0,66000,30,Startup
35,Male,Berlin,Software Engineer,15,4,Senior,45000,7000,52000,37000,3000,40000,30,Construction
35,Male,Berlin,ML Engineer,10,2,Lead,63000,0,63000,55000,0,55000,26,Consulting 
35,Male,Konstanz,Data Scientist,10,10,Middle,70000,0,70000,70000,0,70000,27,Consulting 
35,Male,Munich,Backend Developer,14,2.5,Senior,80000,5000,85000,75000,0,75000,30,Consulting 
35,Male,Berlin,Software Engineer,13,5,Lead,67000,0,67000,65000,0,65000,26,Consulting 
35,Male,Munich,DevOps,17,5,Lead,72000,0,72000,65000,0,65000,26,Consulting 
35,Male,Munich,Software Engineer,14,1,Senior,64000,0,64000,60000,0,60000,30,Consulting 
35,Male,Berlin,Software Engineer,15,4,Senior,54000,0,54000,54000,0,54000,30,Consulting 
35,Male,DÃ¼sseldorf,Product Manager,5,2,Senior,70000,70000,140000,65000,65000,130000,30,E-commerce
35,Male,Munich,Software Engineer,13,4,Senior,250000,450000,700000,230000,300000,530000,45,Industry
35,Male,Frankfurt,Manager ,6,5,Head,70000,0,70000,70000,0,70000,21,Product
35,Male,Berlin,Engineering Manager,20,6,Lead,47500,0,47500,47500,0,47500,25,Product
35,Male,Munich,Software Engineer,16,8,Lead,77000,0,77000,74000,0,74000,26,Product
35,Male,Berlin,Data Scientist,15,10,Middle,50400,0,50400,50400,0,50400,29,Product
35,Male,Berlin,Backend Developer,13,5,Senior,67500,0,67500,61400,0,61400,30,Product
35,Male,Luttich,Data Scientist,12,0,Lead,54000,1500,55500,47000,700,47700,27,Product
35,Male,Frankfurt,Software Engineer,10,1,Senior,70000,2000,72000,57000,1500,58500,30,Product
35,Male,Berlin,Software Engineer,12,6,Middle,43000,4300,47300,43000,4000,47000,28,Product
35,Male,Berlin,Consultant,16,6,Senior,110000,30000,140000,85000,15000,100000,30,Product
35,Male,Berlin,Software Engineer,8,5,Senior,130000,20000,150000,130000,20000,150000,30,Product
35,Male,Berlin,Software Engineer,10,6,Senior,73000,400,73400,59000,60000,119000,30,Product
35,Male,DÃ¼sseldorf,Data Scientist,3,3,Middle,77250,87250,164500,65000,72000,137000,27,Product
35,Male,Berlin,Software Engineer,20,5,Senior,850000,95000,945000,75000,82000,157000,35,Product
35,Male,Berlin,Software Engineer,15,10,Senior,90000,96000,186000,76000,82000,158000,30,Product
35,Male,Berlin,Software Engineer,2,2,Middle,96000,100000,196000,85000,90000,175000,29,Product
35,Male,Berlin,Team lead,,5,Lead,110000,110000,220000,90000,100000,190000,25,Product
35,Male,Berlin,Data Analyst,9,9,Senior,65600,800,66400,67000,0,67000,30,Product
35,Male,Ingolstadt,Backend Developer,10,4,Lead,44000,0,44000,42000,0,42000,25,Product
35,Male,Berlin,Software Engineer,15,3,Lead,80000,0,80000,75000,0,75000,26,Product
35,Male,Munich,Software Engineer,12,5,Lead,91000,0,91000,91000,0,91000,26,Product
35,Male,Berlin,Data Analyst,5,5,Middle,80000,0,80000,75000,0,75000,27,Product
35,Male,Berlin,Data Scientist,12,3.5,Senior,51000,0,51000,46000,0,46000,30,Product
35,Male,Karlsruhe,Software Engineer,12,7,Senior,72000,0,72000,65000,0,65000,30,Product
35,Male,Duesseldorf,DevOps,17,5,Senior,83000,0,83000,81000,0,81000,30,Product
35,Male,Frankfurt,ML Engineer,12,10,Senior,55000,0,55000,50000,0,50000,30,Product
35,Male,Berlin,Backend Developer,13,5,Senior,75000,0,75000,65000,0,65000,35,Product
35,Male,Munich,Software Engineer,13,4,Lead,65000,0,65000,65000,0,65000,25,Startup
35,Male,Helsinki,Backend Developer,11,2.5,Senior,75000,0,75000,75000,0,75000,30,Startup
35,Male,Stuttgart,Security Manager,14,8,Senior,75000,0,75000,73500,0,73500,30,Startup
35,Male,Frankfurt,Backend Developer,15,15,Senior,62500,0,62500,59500,0,59500,32,Startup
35,Male,Darmstadt,Data Scientist,4,4,Senior,82000,2000,84000,80000,0,80000,30,Startup
35,Male,Berlin,SRE,10,3,Senior,100000,10000,110000,98000,101,98101,30,Startup
35,Male,Cologne,Software Engineer,14,7,Senior,73000,4000,77000,65000,3000,68000,37,Startup
35,Male,Berlin,Frontend Developer,10,3,Senior,120000,50000,170000,104000,10000,114000,30,Startup
35,Male,Berlin,Designer (UI/UX),10,4,Senior,50000,0,50000,35000,35000,70000,30,Startup
35,Male,Fr,Backend Developer,4,2.5,Middle,65000,75000,140000,60000,60000,120000,28,Startup
35,Male,Berlin,Designer (UI/UX),10,6,Senior,95000,105000,200000,95000,105000,200000,30,Startup
35,Male,Berlin,Software Engineer,15,4,Principal,67000,1500,68500,66000,0,66000,29,Startup
35,Male,Hamburg,Software Engineer,13,3,Lead,65000,3000,68000,42000,0,42000,25,Startup
35,Male,Berlin,QA Engineer,12,3,Senior,90000,5000,95000,80000,0,80000,30,Startup
35,Male,Frankfurt,Software Engineer,12,3,Senior,68000,0,68000,62000,0,62000,30,Startup
35,Male,Berlin,Backend Developer,10,7,Senior,90000,2500,92500,88000,2500,90500,30,Utilities
35,Male,Berlin,Support Engineer,10,4,Senior,44000,6000,50000,44000,6000,50000,30,Utilities
36,Male,Berlin,Software Engineer,10,10,Senior,70000,2000,72000,70000,2000,72000,30,Consulting 
36,Male,Amsterdam,Mobile Developer,14,8,Senior,60000,6000,66000,60000,6000,66000,30,Consulting 
36,Male,Berlin,Software Engineer,5,1,Middle,80000,10000,90000,76000,0,76000,27,Insurance
36,Male,Berlin,Software Engineer,7,5,Middle,77000,0,77000,70000,0,70000,27,Product
36,Male,Berlin,Mobile Developer,10,10,Middle,70000,0,70000,70000,0,70000,29,Product
36,Male,Zurich,Backend Developer,15,2,Senior,83000,0,83000,73000,0,73000,30,Product
36,Male,Munich,Backend Developer,15,3,Senior,80000,0,80000,78000,0,78000,30,Product
36,Male,Frankfurt,QA Engineer,9,2,Senior,82500,0,82500,65000,0,65000,30,Product
36,Male,Stuttgart,Mobile Developer,16,4,Lead,66000,122.13,66122.13,66000,0,66000,27,Product
36,Male,Berlin,Software Engineer,17,2,Lead,95000,15000,110000,90000,0,90000,25,Product
36,Male,Berlin,Backend Developer,14,12,Middle,80000,0,80000,76000,4000,80000,29,Product
36,Male,Stockholm,Mobile Developer,14,7,Senior,68000,4500,72500,61500,5000,66500,30,Product
36,Male,Frankfurt,Software Engineer,16,5,Middle,70000,8500,78500,70000,8500,78500,28,Product
36,Male,Berlin,Backend Developer,19,5,Senior,67000,5000,72000,60000,10000,70000,30,Product
36,Male,Dortmund,Software Engineer,8,8,Senior,150000,50000,200000,120000,30000,150000,30,Product
36,Male,Berlin,Backend Developer,16,8,Lead,50000,0,50000,50000,50000,100000,27,Product
36,Male,Munich,Software Engineer,13,5,Head,56000,59000,115000,56000,59000,115000,21,Product
36,Male,Munich,IT Spezialist,15,6,Senior,75000,80000,155000,73000,78000,151000,30,Product
36,Male,Prefer not to say,ML Engineer,6,6,Senior,70500,1000,71500,68000,0,68000,30,Product
36,Male,Berlin,Product Manager,10,2,Senior,78000,2000,80000,75000,0,75000,30,Product
36,Male,Berlin,Backend Developer,18,1,Senior,52000,4000,56000,48000,0,48000,30,Product
36,Male,Hamburg,Backend Developer,10,5,Senior,90000,10000,100000,75000,0,75000,30,Product
36,Male,Berlin,Engineering Manager,18,10,Head,39000,0,39000,39000,0,39000,24,Product
36,Male,Nuremberg,Software Engineer,20,20,Lead,47000,0,47000,46000,0,46000,26,Product
36,Male,Berlin,Frontend Developer,6,4,Middle,52000,0,52000,52000,0,52000,28,Product
36,Male,Hamburg,Data Scientist,2,10,Middle,81000,0,81000,72000,0,72000,29,Product
36,Male,Regensburg,Software Engineer,10,10,Middle,82000,0,82000,73000,0,73000,29,Product
36,Male,Berlin,Frontend Developer,14,5,Senior,77000,0,77000,62000,0,62000,30,Product
36,Male,Munich,Software Engineer,15,1,Senior,63000,0,63000,57600,0,57600,30,Product
36,Male,Berlin,Researcher,4,4,Middle,95000,0,95000,89000,0,89000,28,Startup
36,Male,Berlin,Software Engineer,10,10,Principal,100000,0,100000,100000,0,100000,29,Startup
36,Male,Munich,Solutions Architect,12,5,Lead,40000,1000,41000,33000,0,33000,25,Startup
36,Male,Munich,DevOps,14,6,Middle,69000,0,69000,69000,2000,71000,28,Startup
36,Male,Berlin,Staff Engineer,15,4,Lead,90000,0,90000,81000,9500,90500,25,Startup
36,Male,Berlin,Software Engineer,15,6,Senior,75000,75000,150000,65000,65000,130000,30,Startup
36,Male,Berlin,Backend Developer,5,2,Senior,57000,8000,65000,70000,0,70000,30,Startup
36,Male,Berlin,Backend Developer,4,1,Middle,49000,0,49000,48000,0,48000,28,Startup
36,Male,Berlin,Frontend Developer,12,4,Senior,64000,0,64000,60000,0,60000,30,Startup
37,Male,Berlin,Product Manager,6,6,Middle,83000,0,83000,75000,0,75000,28,Automotive 
37,Male,Berlin,Frontend Developer,14,5,Senior,88000,5000,93000,87000,3000,90000,30,Consulting 
37,Male,Stuttgart ,Software Engineer,9,5,Senior,100000,0,100000,100000,0,100000,30,Consulting 
37,Male,Berlin,Software Engineer,12,6,Middle,30000,0,30000,28800,0,28800,28,Product
37,Male,Munich,Backend Developer,12,4,Senior,46000,2000,48000,43000,2000,45000,30,Product
37,Male,Heidelberg,Software Engineer,15,7,Senior,75000,5000,80000,72000,4800,76800,30,Product
37,Male,Berlin,Embedded Software Engineer,15,1,Senior,78000,3000,81000,65000,7000,72000,30,Product
37,Male,Munich,Software Engineer,15,2,Senior,75000,10000,85000,73000,8000,81000,30,Product
37,Male,Walldorf,ML Engineer,15,15,Lead,72500,10000,82500,70000,10000,80000,27,Product
37,Male,Berlin,Mobile Developer,16,2,Senior,75000,7500,82500,65000,65000,130000,30,Product
37,Male,Munich,Software Engineer,15,6,Senior,70000,0,70000,70000,70000,140000,30,Product
37,Male,Berlin,QA Engineer,8,7,Middle,90000,90000,180000,80000,80000,160000,29,Product
37,Male,Berlin,Software Engineer,11,5,Senior,60000,2000,62000,55000,0,55000,30,Product
37,Male,Berlin,Mobile Developer,15,5,Senior,95000,5000,100000,90000,0,90000,30,Product
37,Male,Munich,DevOps,13,2,Lead,66800,0,66800,65000,0,65000,25,Product
37,Male,Berlin,QA Engineer,6,6,Middle,46000,0,46000,42000,0,42000,28,Product
37,Male,Hamburg,Software Engineer,15,5,Senior,40000,0,40000,38000,0,38000,30,Product
37,Male,Berlin,Software Engineer,10,3,Senior,65000,0,65000,55000,0,55000,30,Product
37,Male,Berlin,Mobile Developer,17,1,Senior,70000,0,70000,65000,0,65000,30,Product
37,Male,Munich,DevOps,17,1,Senior,62000,0,62000,60000,0,60000,30,Product
37,Male,Berlin,Backend Developer,12,3,Senior,80000,0,80000,65000,0,65000,30,Product
37,Male,Munich,Software Engineer,14,6,Head,21000,0,21000,19000,0,19000,22,Startup
37,Male,Berlin,Test manager,6,6,Middle,60000,0,60000,60000,0,60000,28,Startup
37,Male,Berlin,Software Engineer,15,3,Senior,90000,1000,91000,70000,0,70000,30,Startup
37,Male,Berlin,Backend Developer,17,6,Senior,60000,6000,66000,54000,5400,59400,30,Startup
37,Male,Berlin,Data Scientist,10,10,Senior,95000,15000,110000,95000,15000,110000,30,Startup
37,Male,Berlin,Software Engineer,8,5,Senior,70200,75000,145200,63000,63000,126000,30,Startup
37,Male,Berlin,Backend Developer,12,2.6,Lead,80000,90000,170000,70000,80000,150000,25,Startup
37,Male,Berlin,Team Lead,12,10,Head,85000,0,85000,85000,85000,170000,24,Startup
37,Male,Berlin,Cloud Engineer,15,3,Senior,60000,0,60000,60000,0,60000,38,Startup
38,Male,Berlin,Security Engineer,5,3,Lead,66000,4000,70000,65000,5000,70000,26,Consulting 
38,Male,Munich,Software Engineer,16,5,Senior,99000,1200,100200,99000,3300,102300,39,Fintech
38,Male,Berlin,Head of Engineering,18,8,Head,64000,0,64000,40000,0,40000,20,Product
38,Male,Berlin,Software Engineer,13,6,Lead,78000,0,78000,78000,0,78000,26,Product
38,Male,Berlin,Backend Developer,5,1,Middle,64000,0,64000,50000,0,50000,28,Product
38,Male,Berlin,Data Scientist,15,3,Senior,100000,0,100000,80000,0,80000,30,Product
38,Male,Berlin,Full-Stack Developer,1,1,Junior,58000,1000,59000,55000,0,55000,24,Product
38,Male,Berlin,Data Scientist,10,9,Senior,63000,7000,70000,63000,0,63000,30,Product
38,Male,KÃ¶ln,QA Engineer,7,2,Middle,85000,15000,100000,80000,0,80000,28,Product
38,Male,Berlin,Backend Developer,8,8,Senior,72000,0,72000,72000,0,72000,30,Product
38,Male,Berlin,Head of Engineering,20,9,Head,25300,3000,28300,25300,300,25600,24,Product
38,Male,Munich,Product Manager,12,12,Senior,60350,0,60350,58000,500,58500,31,Product
38,Male,Berlin,DevOps,10,5,Senior,80000,5000,85000,53000,4000,57000,30,Product
38,Male,Hamburg,Software Engineer,12,6,Senior,76000,12000,88000,73000,8000,81000,30,Product
38,Male,Berlin,Software Engineer,16,2,Senior,75000,12500,87500,75000,12500,87500,30,Product
38,Male,Berlin,Data Scientist,15,2,Head,75000,0,75000,75000,35000,110000,20,Product
38,Male,Munich,Software Engineer,15,2,Senior,56000,56000,112000,54000,54000,108000,30,Product
38,Male,Stuttgart ,Backend Developer,4,2,Middle,70000,70000,140000,65000,65000,130000,28,Product
